"","classes","goals","related"
"4072","PR-209","1,9,11,16,17","Inclusive"
"4073","PR-250","9,11,12,16","Inclusive"
"4074","PR-340","8,9,11,17","Inclusive"
"4075","PR-341","17","Inclusive"
"4076","PR-342","1,4,6,8,9,11,12","Inclusive"
"4077","PR-343","9,12","Inclusive"
"4078","PR-351A","1,11,16,17","Inclusive"
"4079","PR-351B","1,9,11,16,17","Inclusive"
"4080","PR-352","4,6,9,11,12,16,17","Inclusive"
"4081","PR-410","5,10,11,16","Inclusive"
"4082","PR-428","1,9,11,12,15,16","Inclusive"
"4083","PR-429","1,4,8,9,10,11,16","Inclusive"
"4084","PR-444","1,2,11,16","Inclusive"
"4085","PR-450","4,6,8,9,11,12,16,17","Inclusive"
"4086","PR-452","9,11,15,16","Inclusive"
"4087","PR-453","5,9,11,16","Inclusive"
"4088","PR-454","11,16","Inclusive"
"4089","PR-455","8,9,11,16,17","Inclusive"
"4090","PR-457","5,9,10,11,16","Inclusive"
"4091","PR-458","5,8,9,10,11,16,17","Inclusive"
"4092","PR-463","1,9,11,16,17","Inclusive"
"4093","PR-478","1,9,11,16","Inclusive"
"4094","PR-486","9","Inclusive"
"4095","PR-487","9","Inclusive"
"4096","PR-488","9","Inclusive"
"4097","PR-492","9,17","Inclusive"
"4098","PR-498","4,8,9,11,16,17","Inclusive"
"4099","PR-501","1,8,9,10,11,16,17","Inclusive"
"4100","PR-504","4,6,11,12,16,17","Inclusive"
"4101","PR-508","1,8,9,11,16","Inclusive"
"4102","PR-510","1,11,12,15,16","Inclusive"
"4103","PR-527","9,11,16","Inclusive"
"4104","PR-529","1,4,8,9,10,11,16","Inclusive"
"4105","PR-535","9,11,12,16,17","Inclusive"
"4106","PR-536","1,8,9,11,12,15,16,17","Inclusive"
"4107","PR-537","11,16,17","Inclusive"
"4108","PR-538","17","Inclusive"
"4109","PR-561","1,11,16,17","Inclusive"
"4110","PR-562","1,9,11,16,17","Inclusive"
"4111","PR-568","1,2,9,10,11,16","Inclusive"
"4112","PR-590","9,17","Inclusive"
"4113","PR-598","4,8,9,17","Inclusive"
"4114","PSCI-501","11","Inclusive"
"4115","PSCI-502","7,9,13","Focused"
"4116","PSCI-556","9,17","Inclusive"
"4117","PSCI-665","4,9,11","Inclusive"
"4118","PSYC-100","1,4,8,9,11,17","Inclusive"
"4119","PSYC-165","1,8,9,11,16","Inclusive"
"4120","PSYC-201","1,4,8,11,16,17","Inclusive"
"4121","PSYC-240","1,8,9,10,17","Inclusive"
"4122","PSYC-274","9","Inclusive"
"4123","PSYC-290","8,10,17","Inclusive"
"4124","PSYC-301","4","Inclusive"
"4125","PSYC-304","","NotRelated"
"4126","PSYC-305","","NotRelated"
"4127","PSYC-314","9,15,17","Inclusive"
"4128","PSYC-316","17","Inclusive"
"4129","PSYC-326","6,9,12","Inclusive"
"4130","PSYC-336","5,9","Inclusive"
"4131","PSYC-337","1,5,8,9,17","Inclusive"
"4132","PSYC-339","5,11,15","Focused"
"4133","PSYC-353","1,8,10,11","Inclusive"
"4134","PSYC-355","1","Inclusive"
"4135","PSYC-360","1,11","Inclusive"
"4136","PSYC-361","3,17","Inclusive"
"4137","PSYC-363","8,10,16","Inclusive"
"4138","PSYC-365","8,9,10","Inclusive"
"4139","PSYC-367","1,3,8,10,11","Inclusive"
"4140","PSYC-372","1,2,3,5,10,16","Inclusive"
"4141","PSYC-380","9,17","Inclusive"
"4142","PSYC-412","1,13,17","Inclusive"
"4143","PSYC-420","1,5,11,15,16","Inclusive"
"4144","PSYC-421","17","Inclusive"
"4145","PSYC-422","1,8,9","Inclusive"
"4146","PSYC-424","4","Inclusive"
"4147","PSYC-426","1,6,7,8,12,13,14,15","Focused"
"4148","PSYC-430","1,5,8,9,17","Inclusive"
"4149","PSYC-433","1,4,5,8,9,17","Inclusive"
"4150","PSYC-434","9,17","Inclusive"
"4151","PSYC-437","5,8,9,16,17","Inclusive"
"4152","PSYC-438","14,15","Inclusive"
"4153","PSYC-440","9","Inclusive"
"4154","PSYC-450","1,9","Inclusive"
"4155","PSYC-459","2,4,8,9,12","Inclusive"
"4156","PSYC-462","1,5,8,10,11","Inclusive"
"4157","PSYC-464","5,9,11,16,17","Inclusive"
"4158","PSYC-480","4,8,9,10,17","Inclusive"
"4159","PSYC-501","9","Inclusive"
"4160","PSYC-502","9","Inclusive"
"4161","PSYC-503","9","Inclusive"
"4162","PSYC-504","9,17","Inclusive"
"4163","PSYC-505","1,8,9,17","Inclusive"
"4164","PSYC-506","9,15,17","Inclusive"
"4165","PSYC-512","1,9,17","Inclusive"
"4166","PSYC-515","9,17","Inclusive"
"4167","PSYC-517","4,5,8,9,10,11,17","Inclusive"
"4168","PSYC-521","9,11","Inclusive"
"4169","PSYC-524","9,10,17","Inclusive"
"4170","PSYC-530","9,17","Inclusive"
"4171","PSYC-531","","NotRelated"
"4172","PSYC-532","12,15,16","Inclusive"
"4173","PSYC-533","4,8,9,17","Inclusive"
"4174","PSYC-534","1,8,9,17","Inclusive"
"4175","PSYC-535","17","Inclusive"
"4176","PSYC-536","","NotRelated"
"4177","PSYC-537","8,9,13,17","Inclusive"
"4178","PSYC-539","1,4,17","Inclusive"
"4179","PSYC-540","9","Inclusive"
"4180","PSYC-550A","1,2,9,15","Focused"
"4181","PSYC-550B","1,2,9,15","Focused"
"4182","PSYC-552","9","Inclusive"
"4183","PSYC-555","9","Inclusive"
"4184","PSYC-556","9","Inclusive"
"4185","PSYC-565","1,4,8,9,10,17","Inclusive"
"4186","PSYC-566","1,4,8","Inclusive"
"4187","PSYC-577","9","Inclusive"
"4188","PSYC-578","","NotRelated"
"4189","PSYC-587","9,17","Inclusive"
"4190","PSYC-590","9,17","Inclusive"
"4191","PSYC-591","8,9","Inclusive"
"4192","PSYC-592","8,9,10,17","Inclusive"
"4193","PSYC-593","4,6,8,9,11,12,17","Inclusive"
"4194","PSYC-595","17","Inclusive"
"4195","PSYC-612","1,9,17","Inclusive"
"4196","PSYC-619","17","Inclusive"
"4197","PSYC-621","17","Inclusive"
"4198","PSYC-625","9","Inclusive"
"4199","PSYC-691A","1,8","Inclusive"
"4200","PSYC-691B","1,8","Inclusive"
"4201","PSYC-695","9,17","Inclusive"
"4202","PTE-411","7,8,9,10,11,13","Focused"
"4203","PTE-461","7,9,13","Focused"
"4204","PTE-463","11","Inclusive"
"4205","PTE-464","6,7,9,12,13","Focused"
"4206","PTE-465","6,9,12","Inclusive"
"4207","PTE-466","6,7,9,11,13","Focused"
"4208","PTE-500","6,9,11,12","Inclusive"
"4209","PTE-503","6,7,8,9,12,13,14,15,17","Inclusive"
"4210","PTE-507","1,6,7,8,9,11,12,13","Focused"
"4211","PTE-508","6,9,11,12,13,14","Focused"
"4212","PTE-515","6,7,8,9,12,13,15,17","Inclusive"
"4213","PTE-517","6,9,12","Inclusive"
"4214","PTE-519","1,6,7,8,9,11,12,13,14","Focused"
"4215","PTE-531","1,6,7,11,12","Inclusive"
"4216","PTE-555","","NotRelated"
"4217","PTE-574","4,6,7,8,9,12,13,17","Inclusive"
"4218","PTE-578","6,7,9,13,14","Focused"
"4219","PTE-582","11","Inclusive"
"4220","PTE-586","6,9,12","Inclusive"
"4221","PTE-590","9,17","Inclusive"
"4222","PTE-592","6,7,9,13","Focused"
"4223","PTHL-312A","3,9,17","Inclusive"
"4224","PTHL-312B","3,9,17","Inclusive"
"4225","PTHL-312C","3,9,17","Inclusive"
"4226","PTHL-601","3,9,17","Inclusive"
"4227","PTHL-701","2,3,17","Inclusive"
"4228","PUBD-369","8,10,11,13,16","Inclusive"
"4229","PUBD-502","4,8,10,11,16","Inclusive"
"4230","PUBD-504","4,8,9,11,13,16","Inclusive"
"4231","PUBD-518","1,4,8,9,11,16","Inclusive"
"4232","PUBD-519","1,11","Inclusive"
"4233","PUBD-520","1,8,9,11,16","Inclusive"
"4234","PUBD-522","7,11","Inclusive"
"4235","PUBD-526","1,4,8,11,16","Inclusive"
"4236","QBIO-105","4,9,17","Inclusive"
"4237","RED-351","1,2,4,6,7,8,11,12,13,14,15","Focused"
"4238","RED-362","8,9,11,17","Inclusive"
"4239","RED-375","1,8,9,11,13,17","Inclusive"
"4240","RED-398","1,8,9,11","Inclusive"
"4241","RED-417","2,4,6,8,9,11,12,15,17","Inclusive"
"4242","RED-425","4,9,11,15,17","Inclusive"
"4243","RED-435","1,8,11","Inclusive"
"4244","RED-437","1,8,9,17","Inclusive"
"4245","RED-500","1,8,9,11,16,17","Inclusive"
"4246","RED-509","2,8,9,17","Inclusive"
"4247","RED-510","1,8,9,17","Inclusive"
"4248","RED-511","1,8,9","Inclusive"
"4249","RED-512","1,8,9,17","Inclusive"
"4250","RED-541","4,8,9,10,17","Inclusive"
"4251","RED-542","8,9,17","Inclusive"
"4252","RED-544","4,8,9","Inclusive"
"4253","RED-545","8,9,10","Inclusive"
"4254","RED-546","8,9,17","Inclusive"
"4255","RED-547","8,9,11,17","Inclusive"
"4256","RED-551","1,2,4,6,7,8,9,11,12,13,14,15,17","Inclusive"
"4257","RED-562","6,7,8,9,12,13,14,15,17","Inclusive"
"4258","RED-563","1,8,9,17","Inclusive"
"4259","RED-573","4,8,9,11,17","Inclusive"
"4260","RED-574","2,8,9","Inclusive"
"4261","RED-575","4,6,8,9,11,12,17","Inclusive"
"4262","RED-585","8,9,17","Inclusive"
"4263","RED-598","8,9,17","Inclusive"
"4264","REL-111","9,11,12,15","Focused"
"4265","REL-114","5,10,11,15,16","Inclusive"
"4266","REL-115","11,15","Focused"
"4267","REL-121","1,5,10,11,16","Inclusive"
"4268","REL-125","2,5","Inclusive"
"4269","REL-134","9","Inclusive"
"4270","REL-135","5,10,11,16","Inclusive"
"4271","REL-136","9,11","Inclusive"
"4272","REL-141","5,8,13","Focused"
"4273","REL-301","5,17","Inclusive"
"4274","REL-312","1,8","Inclusive"
"4275","REL-315","4,5,8,10,11,16","Inclusive"
"4276","REL-317","11","Inclusive"
"4277","REL-332","5,8,9,10,14,16,17","Inclusive"
"4278","REL-336","4,5,8","Inclusive"
"4279","REL-340","4","Inclusive"
"4280","REL-345","8,9,17","Inclusive"
"4281","REL-350","5,11","Inclusive"
"4282","REL-401","5,10,16,17","Inclusive"
"4283","REL-402","5,9,10,11,16","Inclusive"
"4284","REL-462","5,10,16","Inclusive"
"4285","REL-481","1,5,11","Inclusive"
"4286","REL-483","5,11","Inclusive"
"4287","REST-701","8,9,12,15","Focused"
"4288","REST-702A","4,6,7,11,12,17","Inclusive"
"4289","REST-702B","4,6,7,11,12,17","Inclusive"
"4290","REST-702C","4,6,7,11,12,17","Inclusive"
"4291","REST-702D","4,6,7,11,12,17","Inclusive"
"4292","REST-702E","4,6,7,11,12,17","Inclusive"
"4293","REST-702F","4,6,7,11,12,17","Inclusive"
"4294","REST-702H","4,6,7,11,12,17","Inclusive"
"4295","REST-703A","11,17","Inclusive"
"4296","REST-703B","11,17","Inclusive"
"4297","REST-703C","11,17","Inclusive"
"4298","REST-703D","11,17","Inclusive"
"4299","REST-703E","11,17","Inclusive"
"4300","REST-703F","11,17","Inclusive"
"4301","REST-704A","11,17","Inclusive"
"4302","REST-704B","11,17","Inclusive"
"4303","REST-704C","11,17","Inclusive"
"4304","REST-704D","11,17","Inclusive"
"4305","REST-704E","11,17","Inclusive"
"4306","REST-704F","11,17","Inclusive"
"4307","REST-705","9","Inclusive"
"4308","REST-706","9","Inclusive"
"4309","REST-708A","8,9,11,17","Inclusive"
"4310","REST-708B","8,9,11,17","Inclusive"
"4311","REST-709A","3,4,6,9,11,12,17","Inclusive"
"4312","REST-709B","3,4,6,9,11,12,17","Inclusive"
"4313","REST-710A","6,15","Focused"
"4314","REST-710B","6,15","Focused"
"4315","REST-712","9","Inclusive"
"4316","REST-721A","8,9,17","Inclusive"
"4317","REST-721B","8,9,17","Inclusive"
"4318","REST-761A","9","Inclusive"
"4319","REST-761B","9","Inclusive"
"4320","REST-761C","9","Inclusive"
"4321","REST-761D","9","Inclusive"
"4322","REST-761E","9","Inclusive"
"4323","REST-761F","9","Inclusive"
"4324","REST-761H","9","Inclusive"
"4325","REST-761I","9","Inclusive"
"4326","REST-782A","","NotRelated"
"4327","REST-782B","","NotRelated"
"4328","REST-782C","","NotRelated"
"4329","RSCI-506","9","Inclusive"
"4330","RSCI-507","8,9,17","Inclusive"
"4331","RSCI-508","1,9","Inclusive"
"4332","RSCI-509","1,9","Inclusive"
"4333","RSCI-520","1,4,8,9,10,11,12,15,17","Inclusive"
"4334","RSCI-521","1,4,8,9,10,17","Inclusive"
"4335","RSCI-525","1,2,4,6,9,12,13,14,17","Inclusive"
"4336","RSCI-527","1,2,4,9,10,11,12,16,17","Inclusive"
"4337","RSCI-531","1,2,3,4,8,9,17","Inclusive"
"4338","RSCI-532","1,4,8,9,17","Inclusive"
"4339","RSCI-533","1,6,8,9,12,17","Inclusive"
"4340","RSCI-541","1,8,9,17","Inclusive"
"4341","RSCI-590","9,17","Inclusive"
"4342","RSCI-601","1,4,8,9,13,17","Inclusive"
"4343","RSCI-603","1,8,9,11,17","Inclusive"
"4344","RSCI-604","1,2,8,9,12,17","Inclusive"
"4345","RSCI-605","1,2,8,9,13,17","Inclusive"
"4346","RSCI-607","9,17","Inclusive"
"4347","RXRS-201","8,11,13","Focused"
"4348","RXRS-302","8,9,13,17","Inclusive"
"4349","RXRS-402","1","Inclusive"
"4350","RXRS-403","1,3,8,9,12,15,17","Inclusive"
"4351","RXRS-405","1,4,5,9,12,16","Inclusive"
"4352","RXRS-407","1,5,8,9,12,15,17","Inclusive"
"4353","RXRS-413","1,5,8,9,10,12,13,15","Focused"
"4354","RXRS-414","1,5,6,9,14,16","Inclusive"
"4355","RXRS-416","1,8,9,15,17","Inclusive"
"4356","RXRS-420","9","Inclusive"
"4357","SAE-515","2,7,8,9,11,12,13,14,15","Focused"
"4358","SAE-541","9","Inclusive"
"4359","SAE-542","1,9","Inclusive"
"4360","SAE-546","9,14","Focused"
"4361","SAE-547","4,9","Inclusive"
"4362","SAE-548","8,9","Inclusive"
"4363","SAE-549","8,9","Inclusive"
"4364","SAE-550","8,9,16","Inclusive"
"4365","SAE-560","1,8,9","Inclusive"
"4366","SCRM-511","4,8,9,14,15,17","Inclusive"
"4367","SCRM-513","3,4,5","Inclusive"
"4368","SCRM-515","4,8,9,12,15","Focused"
"4369","SCRM-517","4,11,17","Inclusive"
"4370","SCRM-519","4,8,9,11,17","Inclusive"
"4371","SCRM-521","4,8,9,11,17","Inclusive"
"4372","SCRM-522","4,9,17","Inclusive"
"4373","SCRM-524","4,11","Inclusive"
"4374","SCRM-555","4,17","Inclusive"
"4375","SCRM-580","4,17","Inclusive"
"4376","SLL-120","4","Inclusive"
"4377","SLL-150","","NotRelated"
"4378","SLL-199","1,4,5,9,10,16","Inclusive"
"4379","SLL-220","8,9,17","Inclusive"
"4380","SLL-250","8,9,17","Inclusive"
"4381","SLL-260","4,11,17","Inclusive"
"4382","SLL-299","8,9,17","Inclusive"
"4383","SLL-330","11","Inclusive"
"4384","SLL-344","9,12,15","Focused"
"4385","SLL-397","11","Inclusive"
"4386","SLL-650","4,17","Inclusive"
"4387","SLL-660","17","Inclusive"
"4388","SLL-670","17","Inclusive"
"4389","SOCI-142","1,5,10","Inclusive"
"4390","SOCI-150","1,3,5,16","Inclusive"
"4391","SOCI-155","1,4,8,10,11,15","Focused"
"4392","SOCI-169","1,2,9,10,11,16","Inclusive"
"4393","SOCI-200","1,4,8,9","Inclusive"
"4394","SOCI-210","1,4,9,13","Focused"
"4395","SOCI-215","1,4,8,9","Inclusive"
"4396","SOCI-242","1,3,4,8,9,10","Inclusive"
"4397","SOCI-250","8,11,13,17","Inclusive"
"4398","SOCI-270","1,9,11,17","Inclusive"
"4399","SOCI-313","9,17","Inclusive"
"4400","SOCI-314","1","Inclusive"
"4401","SOCI-325","1,9,17","Inclusive"
"4402","SOCI-340","1,9","Inclusive"
"4403","SOCI-342","1,5,8,10","Inclusive"
"4404","SOCI-350","1,5,7,16","Inclusive"
"4405","SOCI-351","1,4,5,8,10,11,16","Inclusive"
"4406","SOCI-355","1,8,9,10,11","Inclusive"
"4407","SOCI-356","1,4,5,8,10,13","Focused"
"4408","SOCI-360","1,5,7,8,9,10","Inclusive"
"4409","SOCI-369","1,5,8,9,17","Inclusive"
"4410","SOCI-425","1,5,7,8,10,16","Inclusive"
"4411","SOCI-431","1,4,5,10,11,13,16","Inclusive"
"4412","SOCI-432","1,5,8,10,13,16","Inclusive"
"4413","SOCI-450","8,17","Inclusive"
"4414","SOCI-475","1,3,4,11","Inclusive"
"4415","SOCI-500","4,17","Inclusive"
"4416","SOCI-510","","NotRelated"
"4417","SOCI-511","8,10","Inclusive"
"4418","SOCI-520","1,9,17","Inclusive"
"4419","SOCI-521","4,9,17","Inclusive"
"4420","SOCI-621","1","Inclusive"
"4421","SOCI-647","1,4,5,7,8,9,10,11,16","Inclusive"
"4422","SOCI-653","4,8,9,10,17","Inclusive"
"4423","SOCI-657","1,4,5,8,9,10,11,16,17","Inclusive"
"4424","SOCI-669","1,4,8,9,11,13,17","Inclusive"
"4425","SOCI-680","4,17","Inclusive"
"4426","SOWK-350","1,5,8","Inclusive"
"4427","SOWK-506","1,4,7,8,10,11,12,15","Focused"
"4428","SOWK-522","5,8,10,13,16","Inclusive"
"4429","SOWK-536","1,4,8,9,10,11,15,16,17","Inclusive"
"4430","SOWK-544","1,8,10","Inclusive"
"4431","SOWK-546","1,4,8,10","Inclusive"
"4432","SOWK-588","1,4,8,10,12,15","Focused"
"4433","SOWK-589A","1,4,8,9,10","Inclusive"
"4434","SOWK-589B","1,4,8,9,10","Inclusive"
"4435","SOWK-590","9,17","Inclusive"
"4436","SOWK-602","1,9,10,11","Inclusive"
"4437","SOWK-603","1,4,6,8,9,10,11,12,13,17","Inclusive"
"4438","SOWK-608","1,8,10,17","Inclusive"
"4439","SOWK-609","1,2,4,5,8,9,10,12,13,14,15,17","Inclusive"
"4440","SOWK-610","1,4,5,9,10","Inclusive"
"4441","SOWK-611","1,4,8,9","Inclusive"
"4442","SOWK-612","1,3,8,9","Inclusive"
"4443","SOWK-613","1,4,8,9,10,17","Inclusive"
"4444","SOWK-614","1,4,8,13,14,15","Focused"
"4445","SOWK-615","1,2,8,10,11,16","Inclusive"
"4446","SOWK-616","5","Inclusive"
"4447","SOWK-617","1,10","Inclusive"
"4448","SOWK-618","1,3,5,9,10","Inclusive"
"4449","SOWK-619","1,2,3,5,8,9,10,11,16","Inclusive"
"4450","SOWK-620","1,4,5,8,10","Inclusive"
"4451","SOWK-621","1,4,5,9,10,17","Inclusive"
"4452","SOWK-623","1,4,8,9,10","Inclusive"
"4453","SOWK-624","1,4,5,9,10,11,15","Focused"
"4454","SOWK-625","1,8,17","Inclusive"
"4455","SOWK-627","1,4,5,9,10,11,15","Focused"
"4456","SOWK-629","1,4,8,9,11,17","Inclusive"
"4457","SOWK-630","1,4,5,10,11","Inclusive"
"4458","SOWK-632","1,4,6,8,9,11,12,17","Inclusive"
"4459","SOWK-633","1,9,11","Inclusive"
"4460","SOWK-634","1,5,8,10,13,16","Inclusive"
"4461","SOWK-635","1,5,8,17","Inclusive"
"4462","SOWK-637","1,9","Inclusive"
"4463","SOWK-638","1,5,8,9,10","Inclusive"
"4464","SOWK-639","1,9,10,13,16","Inclusive"
"4465","SOWK-640","1,10","Inclusive"
"4466","SOWK-641","1,4,9,10,11,15","Focused"
"4467","SOWK-643","1,10","Inclusive"
"4468","SOWK-644","1,8,12,15","Focused"
"4469","SOWK-645","1,8","Inclusive"
"4470","SOWK-647","1,3,9,17","Inclusive"
"4471","SOWK-648","1,8,9,10,12,17","Inclusive"
"4472","SOWK-650","1,2,5,8,9,10,11,16,17","Inclusive"
"4473","SOWK-651","1,8,9","Inclusive"
"4474","SOWK-652","1,8,9","Inclusive"
"4475","SOWK-653","1,5,9","Inclusive"
"4476","SOWK-656","1,8,10,17","Inclusive"
"4477","SOWK-657","1,4,10,11,15","Focused"
"4478","SOWK-658","1,4,8,9,10,12,13,16,17","Inclusive"
"4479","SOWK-659","1,8,10,13","Focused"
"4480","SOWK-664","1,4,8,9,17","Inclusive"
"4481","SOWK-665","1,8,9,17","Inclusive"
"4482","SOWK-666","5,16,1,10","Inclusive"
"4483","SOWK-668","1,9","Inclusive"
"4484","SOWK-670","1,5,6,7,8,9,10,11,12,13,14,15,16,17","Inclusive"
"4485","SOWK-672","1,8,9","Inclusive"
"4486","SOWK-674","1,5,8,10,11,13,16","Inclusive"
"4487","SOWK-675","1,5,10","Inclusive"
"4488","SOWK-677","1,5,8","Inclusive"
"4489","SOWK-678","1,5,9,16","Inclusive"
"4490","SOWK-680","1,4,8,9,11,17","Inclusive"
"4491","SOWK-681","5,8,9,10,12,13","Focused"
"4492","SOWK-682","1,5,9,10,16","Inclusive"
"4493","SOWK-684","1,2,4,5,7,8,9,11,12,13,15,17","Inclusive"
"4494","SOWK-686B","17","Inclusive"
"4495","SOWK-687","1,4,8,9,13,15,17","Inclusive"
"4496","SOWK-688","1,4,5,8,9,16,17","Inclusive"
"4497","SOWK-692","1,10","Inclusive"
"4498","SOWK-696","1,5,8,9,10,16","Inclusive"
"4499","SOWK-698A","1,9","Inclusive"
"4500","SOWK-698B","1,9","Inclusive"
"4501","SOWK-699A","1,4,8,9,10","Inclusive"
"4502","SOWK-699B","1,4,8,9,10","Inclusive"
"4503","SOWK-702","1,8,9,12,15","Focused"
"4504","SOWK-703","1,4,8,9,11,17","Inclusive"
"4505","SOWK-704","8,9,12,13,17,1","Inclusive"
"4506","SOWK-705","4,11,16,17","Inclusive"
"4507","SOWK-706","1,8,9,16","Inclusive"
"4508","SOWK-707","1,8,10,13","Focused"
"4509","SOWK-710","4,8,9,12,17","Inclusive"
"4510","SOWK-711","1,8,9,12,17","Inclusive"
"4511","SOWK-712","1","Inclusive"
"4512","SOWK-713","4,9,17,1,12","Inclusive"
"4513","SOWK-714","13,8,9,12,17","Focused"
"4514","SOWK-720","1,9,11,16,8,12,17","Inclusive"
"4515","SOWK-721","1,9","Inclusive"
"4516","SOWK-722","17,8,9","Inclusive"
"4517","SOWK-723","1,8,9,12,17","Inclusive"
"4518","SOWK-724","9,13,17","Inclusive"
"4519","SOWK-733","1,4,8,10,13,16","Inclusive"
"4520","SOWK-743","1,9,10,11","Inclusive"
"4521","SOWK-744","1,4,6,7,8,9,11,17","Inclusive"
"4522","SOWK-760","1","Inclusive"
"4523","SOWK-761","1,17","Inclusive"
"4524","SOWK-762","1,9,15,17","Inclusive"
"4525","SOWK-763","1,9,17","Inclusive"
"4526","SOWK-764","9","Inclusive"
"4527","SOWK-770","1,9,17","Inclusive"
"4528","SPAN-020","8,10,13","Focused"
"4529","SPAN-120","9,17","Inclusive"
"4530","SPAN-150","17","Inclusive"
"4531","SPAN-220","9,11,17","Inclusive"
"4532","SPAN-240","4,9,11,12","Inclusive"
"4533","SPAN-260","4,8,9,10,12,17","Inclusive"
"4534","SPAN-261","1,4,8,9,10,11,17","Inclusive"
"4535","SPAN-270","4,9,10,11,17","Inclusive"
"4536","SPAN-280","8,10,11","Inclusive"
"4537","SPAN-290","9,11","Inclusive"
"4538","SPAN-301","","NotRelated"
"4539","SPAN-302","9","Inclusive"
"4540","SPAN-304","","NotRelated"
"4541","SPAN-308","","NotRelated"
"4542","SPAN-310","13,17","Focused"
"4543","SPAN-311","4,9","Inclusive"
"4544","SPAN-315","4,9,10,11,17","Inclusive"
"4545","SPAN-316","1,4,8,9,10,11,16,17","Inclusive"
"4546","SPAN-321","11,17","Inclusive"
"4547","SPAN-380","9","Inclusive"
"4548","SPAN-385","2,4,11,17","Inclusive"
"4549","SPAN-391","","NotRelated"
"4550","SPAN-395","1,5,10,11,16","Inclusive"
"4551","SPAN-396","2,7,8,9,10,11,14,15","Focused"
"4552","SPAN-412","9","Inclusive"
"4553","SPAN-413","1,2,4,5,10,11,15","Focused"
"4554","SPAN-464","11","Inclusive"
"4555","SPAN-465","11,14,17","Inclusive"
"4556","SPAN-483","1,5,7,10,16","Inclusive"
"4557","SPAN-501","11","Inclusive"
"4558","SPAN-545","11,17","Inclusive"
"4559","SPAN-602","9,17","Inclusive"
"4560","SSCI-135","1,4","Inclusive"
"4561","SSCI-165","1,4,7,8,9,11,12,13,15,16","Inclusive"
"4562","SSCI-201","4,9,14","Focused"
"4563","SSCI-214","8,9,12,15,17","Inclusive"
"4564","SSCI-265","6,8,9,11,12,13,14,15","Focused"
"4565","SSCI-301","6,7,8,9,12,13,14,15","Focused"
"4566","SSCI-340","1,4,11,17","Inclusive"
"4567","SSCI-382","4,9","Inclusive"
"4568","SSCI-383","","NotRelated"
"4569","SSCI-401","1","Inclusive"
"4570","SSCI-412","4,6,9,11,12,16,17","Inclusive"
"4571","SSCI-577","1,8,9,10,11,12,15","Focused"
"4572","SSCI-579","1,11,16","Inclusive"
"4573","SSCI-580","9","Inclusive"
"4574","SSCI-581","4,9","Inclusive"
"4575","SSCI-582","9","Inclusive"
"4576","SSCI-583","1,8,10,14","Focused"
"4577","SSCI-584","1,6,7,8,9,12,13,14,15","Focused"
"4578","SSCI-585","9,17","Inclusive"
"4579","SSCI-586","4,8,9,10","Inclusive"
"4580","SSCI-587","8,9,10,13,14","Focused"
"4581","SSCI-588","9","Inclusive"
"4582","SSCI-589","9","Inclusive"
"4583","SSCI-591","9","Inclusive"
"4584","SSCI-601A","1,4,8,10,11,16,17","Inclusive"
"4585","SSCI-680","9","Inclusive"
"4586","SSCI-683","","NotRelated"
"4587","SSCI-684","1,6,7,8,12,13,14,15","Focused"
"4588","SSEM-200","17","Inclusive"
"4589","SWMS-212","1,5,10,16","Inclusive"
"4590","SWMS-215","1,5,10,11","Inclusive"
"4591","SWMS-301","1,5,8,9,10,11","Inclusive"
"4592","SWMS-306","1,5,10,16","Inclusive"
"4593","SWMS-310","1,5,8,9,10","Inclusive"
"4594","SWMS-311","1,4,5,10,11,17","Inclusive"
"4595","SWMS-349","5,10,11","Inclusive"
"4596","SWMS-355","1,5,10,16","Inclusive"
"4597","SWMS-367","1,5,8,9,10","Inclusive"
"4598","SWMS-385","1,5,9,10,12,16","Inclusive"
"4599","SWMS-410","1,5,10,11,17","Inclusive"
"4600","SWMS-425","5,17","Inclusive"
"4601","SWMS-554","1,4,5,8,9,10,11,13,16","Inclusive"
"4602","SWMS-560","2,5,8,11,12,13,14,15","Focused"
"4603","SWMS-588","5,10,11,16,17","Inclusive"
"4604","TRGN-510","9","Inclusive"
"4605","TRGN-514","","NotRelated"
"4606","TRGN-515","2,7,9","Inclusive"
"4607","TRGN-516","9","Inclusive"
"4608","TRGN-524","2,7,9,17","Inclusive"
"4609","TRGN-526","9","Inclusive"
"4610","TRGN-536","2,4,7,8,9,13","Focused"
"4611","TRGN-537","1,8,9","Inclusive"
"4612","TRGN-538","2,7,9,17","Inclusive"
"4613","TRGN-539","2,7,9,17","Inclusive"
"4614","TRGN-540","2,7,9,17","Inclusive"
"4615","TRGN-541","2,7,9,17","Inclusive"
