"SECTION","SCHOOL","COURSE_CODE.","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE.................","...............................................................................................................................................................................................................................................................................","MODE","Link....PUBLISH.","START_TIME","END_TIME","DAYS..","TOTAL_ENR","MODALITY....ASSIGNED_ROOM","TOTAL_ENR.1","DEPT.OWNER.NAME....................................................................................","CAMPUS","SEATS","Beg.Date..","End.Date..","DEPARTMENT........................................","........................."
"8836","RNR","USC-300O",478,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",5,"OFFICE",5,"Registrar's Office","OFC",10,"2/5/2020","5/16/2020","University of Southern California",NA
"8810","RNR","USC-300O",246,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",7,"OFFICE",7,"Registrar's Office","OFC",10,"1/30/2020","5/22/2020","University of Southern California",NA
"8804","RNR","USC-300O",788,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",8,"OFFICE",8,"Registrar's Office","OFC",10,"1/26/2020","5/25/2020","University of Southern California",NA
"8818","RNR","USC-300O",247,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",8,"OFFICE",8,"Registrar's Office","OFC",10,"1/3/2020","6/13/2020","University of Southern California",NA
"8856","RNR","USC-300O",161,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",8,"OFFICE",8,"Registrar's Office","OFC",10,"2/7/2020","6/28/2020","University of Southern California",NA
"8854","RNR","USC-300O",168,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",0,"OFFICE",0,"Registrar's Office","OFC",10,"1/13/2020","5/2/2020","University of Southern California",NA
"8828","RNR","USC-300O",461,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",6,"OFFICE",6,"Registrar's Office","OFC",10,"1/6/2020","5/8/2020","University of Southern California",NA
"8800","RNR","USC-300O",249,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",0,"OFFICE",0,"Registrar's Office","OFC",10,"2/17/2020","5/29/2020","University of Southern California",NA
"8864","RNR","USC-300O",130,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",7,"OFFICE",7,"Registrar's Office","OFC",15,"1/25/2020","5/17/2020","University of Southern California",NA
"8817","RNR","USC-300O",158,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",10,"OFFICE",10,"Registrar's Office","OFC",10,"1/13/2020","4/17/2020","University of Southern California",NA
"8830","RNR","USC-300O",123,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",6,"OFFICE",6,"Registrar's Office","OFC",10,"1/8/2020","4/30/2020","University of Southern California",NA
"8801","RNR","USC-300O",463,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",1,"OFFICE",1,"Registrar's Office","OFC",30,"2/27/2020","6/14/2020","University of Southern California",NA
"8842","RNR","USC-300O",140,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",9,"OFFICE",9,"Registrar's Office","OFC",10,"1/6/2020","4/10/2020","University of Southern California",NA
"8812","RNR","USC-300O",707,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",0,"OFFICE",0,"Registrar's Office","OFC",10,"1/31/2020","5/9/2020","University of Southern California",NA
"8912","RNR","USC-500O",454,12,12,"Off Campus Studies","","C","Y","TBA","TBA","",0,"OFF CAMPUS",0,"Registrar's Office","OFC",2,"1/6/2020","4/11/2020","University of Southern California",NA
"8920","RNR","USC-500O",706,9,15,"Off Campus Studies","","C","Y","TBA","TBA","",0,"OFF CAMPUS",0,"Registrar's Office","OFC",1,"3/15/2020","7/15/2020","University of Southern California",NA
"8902","RNR","USC-500O",686,9,15,"Off Campus Studies","","C","Y","TBA","TBA","",0,"OFF CAMPUS",0,"Registrar's Office","OFC",2,"2/14/2020","6/8/2020","University of Southern California",NA
"8926","RNR","USC-500O",152,6,12,"Off Campus Studies","","C","Y","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","OFC",2,"1/7/2020","3/12/2020","University of Southern California",NA
"5001","RNR","USC-500O",814,3,5,"Off Campus Studies","","C","Y","TBA","TBA","",0,"A           OFFICE",0,"Registrar's Office","OFC",3,"1/2/2020","3/17/2020","University of Southern California",NA
"8927","RNR","USC-500O",279,0,0,"Off Campus Studies","","C","Y","TBA","TBA","",57,"OFF CAMPUS",57,"Registrar's Office","OFC",60,"1/20/2020","4/3/2020","University of Southern California",NA
"8900","RNR","USC-700O",103,2.5,2.5,"Off-Campus Studies","","C","Y","TBA","TBA","",1,"OFFICE",1,"Registrar's Office","UPC",1,"1/13/2020","5/1/2020","University of Southern California",NA
"8904","RNR","USC-700O",103,2.5,2.5,"Off-Campus Studies","","C","Y","TBA","TBA","",1,"OFFICE",1,"Registrar's Office","UPC",1,"1/13/2020","5/1/2020","University of Southern California",NA
"8901","RNR","USC-700O",103,2.5,2.5,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFFICE",1,"Registrar's Office","UPC",1,"1/13/2020","5/1/2020","University of Southern California",NA
"8903","RNR","USC-700O",103,2.5,2.5,"Off-Campus Studies","","C","Y","TBA","TBA","",1,"OFFICE",1,"Registrar's Office","UPC",1,"1/13/2020","5/1/2020","University of Southern California",NA
"69000","SOWK","NURS-500",374,2,2,"Bridge Course","","C","Y","10:00","12:00","T",11,"A           VAC",11,"Suzanne Dworak-Peck School of Social Work","OFC",14,"1/13/2020","3/14/2020","Nursing",NA
"69004","SOWK","NURS-501",353,4,4,"Pathophysiology for Advanced","Nursing Practice","C","Y","9:30","11:00","H",9,"A           VAC",9,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69002","SOWK","NURS-501",353,4,4,"Pathophysiology for Advanced","Nursing Practice","C","Y","14:30","16:00","T",7,"A           VAC",7,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69003","SOWK","NURS-501",353,4,4,"Pathophysiology for Advanced","Nursing Practice","C","Y","9:00","10:30","W",10,"A           VAC",10,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69009","SOWK","NURS-502",353,3,3,"Advanced Health Assessment Ac","ross the Life Span","C","Y","16:15","17:30","H",7,"A           VAC",7,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69006","SOWK","NURS-502",353,3,3,"Advanced Health Assessment Ac","ross the Life Span","C","Y","11:00","12:15","T",5,"A           VAC",5,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69008","SOWK","NURS-502",353,3,3,"Advanced Health Assessment Ac","ross the Life Span","C","Y","11:00","12:15","W",7,"A           VAC",7,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69007","SOWK","NURS-502",353,3,3,"Advanced Health Assessment Ac","ross the Life Span","C","Y","11:00","12:15","W",6,"A           VAC",6,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69011","SOWK","NURS-503",353,3,3,"Theory: Clinical Management o","f Adult Patients","C","Y","12:45","14:00","W",11,"A           VAC",11,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69010","SOWK","NURS-503",353,3,3,"Theory: Clinical Management o","f Adult Patients","C","Y","12:45","14:00","T",11,"A           VAC",11,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69012","SOWK","NURS-503",353,3,3,"Theory: Clinical Management o","f Adult Patients","C","Y","12:45","14:00","H",10,"A           VAC",10,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69013","SOWK","NURS-504",353,3,3,"Pharmacology for Advanced Pra","ctice Nursing","C","Y","9:00","10:15","T",13,"A           VAC",13,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69014","SOWK","NURS-504",353,3,3,"Pharmacology for Advanced Pra","ctice Nursing","C","Y","11:00","12:15","W",12,"A           VAC",12,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69015","SOWK","NURS-504",353,3,3,"Pharmacology for Advanced Pra","ctice Nursing","C","Y","9:00","10:15","H",6,"A           VAC",6,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69020","SOWK","NURS-505",353,3,3,"Clinical Practicum: Managemen","t of Adult Patients","C","Y","14:30","15:30","H",5,"A           VAC",5,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69018","SOWK","NURS-505",353,3,3,"Clinical Practicum: Managemen","t of Adult Patients","C","Y","16:15","17:15","W",4,"A           VAC",4,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69017","SOWK","NURS-505",353,3,3,"Clinical Practicum: Managemen","t of Adult Patients","C","Y","14:30","15:30","T",5,"A           VAC",5,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69019","SOWK","NURS-505",353,3,3,"Clinical Practicum: Managemen","t of Adult Patients","C","Y","14:30","15:30","H",5,"A           VAC",5,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69021","SOWK","NURS-505",353,3,3,"Clinical Practicum: Managemen","t of Adult Patients","C","Y","16:15","17:15","H",5,"A           VAC",5,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69016","SOWK","NURS-505",353,3,3,"Clinical Practicum: Managemen","t of Adult Patients","C","Y","12:45","13:45","T",5,"A           VAC",5,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69024","SOWK","NURS-507",353,3,3,"Theory: Clinical Management o","f the Childbearing/Childrearing","C","Y","11:00","12:15","H",11,"A           VAC",11,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69022","SOWK","NURS-507",353,3,3,"Theory: Clinical Management o","f the Childbearing/Childrearing","C","Y","11:00","12:15","T",9,"A           VAC",9,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69023","SOWK","NURS-507",353,3,3,"Theory: Clinical Management o","f the Childbearing/Childrearing","C","Y","12:45","14:00","W",7,"A           VAC",7,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69026","SOWK","NURS-600",353,3,3,"Theory: Clinical Management o","f Adult Patients with Complex M","C","Y","9:00","10:15","W",11,"A           VAC",11,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69027","SOWK","NURS-600",353,3,3,"Theory: Clinical Management o","f Adult Patients with Complex M","C","Y","14:30","15:45","W",11,"A           VAC",11,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69028","SOWK","NURS-600",353,3,3,"Theory: Clinical Management o","f Adult Patients with Complex M","C","Y","9:00","10:15","H",11,"A           VAC",11,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69029","SOWK","NURS-601",353,3,3,"Clinical Practicum: Managemen","t of the Childbearing/Childrear","C","Y","15:30","16:30","T",4,"A           VAC",4,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69031","SOWK","NURS-601",353,3,3,"Clinical Practicum: Managemen","t of the Childbearing/Childrear","C","Y","18:30","19:30","T",6,"A           VAC",6,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69032","SOWK","NURS-601",353,3,3,"Clinical Practicum: Managemen","t of the Childbearing/Childrear","C","Y","14:30","15:30","W",6,"A           VAC",6,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69034","SOWK","NURS-601",353,3,3,"Clinical Practicum: Managemen","t of the Childbearing/Childrear","C","Y","12:45","13:45","H",6,"A           VAC",6,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69033","SOWK","NURS-601",353,3,3,"Clinical Practicum: Managemen","t of the Childbearing/Childrear","C","Y","18:30","19:30","W",7,"A           VAC",7,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69030","SOWK","NURS-601",353,3,3,"Clinical Practicum: Managemen","t of the Childbearing/Childrear","C","Y","17:00","18:00","T",7,"A           VAC",7,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69037","SOWK","NURS-602",353,3,3,"Research/Analytical Methods","","C","Y","11:00","12:15","W",12,"A           VAC",12,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69038","SOWK","NURS-602",353,3,3,"Research/Analytical Methods","","C","Y","12:45","14:00","W",14,"A           VAC",14,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69036","SOWK","NURS-602",353,3,3,"Research/Analytical Methods","","C","Y","11:00","12:15","T",13,"A           VAC",13,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69039","SOWK","NURS-603",353,3,3,"Transforming Research Evidenc","e into Practice","C","Y","12:45","14:00","T",11,"A           VAC",11,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69041","SOWK","NURS-603",353,3,3,"Transforming Research Evidenc","e into Practice","C","Y","9:00","10:15","H",10,"A           VAC",10,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69042","SOWK","NURS-603",353,3,3,"Transforming Research Evidenc","e into Practice","C","Y","11:00","12:15","H",12,"A           VAC",12,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69040","SOWK","NURS-603",353,3,3,"Transforming Research Evidenc","e into Practice","C","Y","14:30","15:45","T",10,"A           VAC",10,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69045","SOWK","NURS-604",353,3,3,"Clinical Practicum: Managemen","t of Adult Patients with Comple","C","Y","14:30","15:30","W",7,"A           VAC",7,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69044","SOWK","NURS-604",353,3,3,"Clinical Practicum: Managemen","t of Adult Patients with Comple","C","Y","18:00","19:00","T",7,"A           VAC",7,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69046","SOWK","NURS-604",353,3,3,"Clinical Practicum: Managemen","t of Adult Patients with Comple","C","Y","16:15","17:15","W",5,"A           VAC",5,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69043","SOWK","NURS-604",353,3,3,"Clinical Practicum: Managemen","t of Adult Patients with Comple","C","Y","11:00","12:00","T",7,"A           VAC",7,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69048","SOWK","NURS-604",353,3,3,"Clinical Practicum: Managemen","t of Adult Patients with Comple","C","Y","14:30","15:30","H",6,"A           VAC",6,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69047","SOWK","NURS-604",353,3,3,"Clinical Practicum: Managemen","t of Adult Patients with Comple","C","Y","12:30","13:30","H",5,"A           VAC",5,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69049","SOWK","NURS-604",353,3,3,"Clinical Practicum: Managemen","t of Adult Patients with Comple","C","Y","16:15","17:15","H",6,"A           VAC",6,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69050","SOWK","NURS-605",353,2,2,"Professional Issues in Advanc","ed Practice Nursing","C","Y","9:30","10:20","T",13,"A           VAC",13,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69051","SOWK","NURS-605",353,2,2,"Professional Issues in Advanc","ed Practice Nursing","C","Y","9:30","10:20","W",13,"A           VAC",13,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69052","SOWK","NURS-605",353,2,2,"Professional Issues in Advanc","ed Practice Nursing","C","Y","14:30","15:20","W",13,"A           VAC",13,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69053","SOWK","NURS-606",353,2,2,"Health Policy Principles in C","hanging Health Care Contexts","C","Y","11:00","11:50","T",11,"A           VAC",11,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69055","SOWK","NURS-606",353,2,2,"Health Policy Principles in C","hanging Health Care Contexts","C","Y","12:45","13:35","W",13,"A           VAC",13,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69054","SOWK","NURS-606",353,2,2,"Health Policy Principles in C","hanging Health Care Contexts","C","Y","12:45","13:35","T",11,"A           VAC",11,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69056","SOWK","NURS-607",353,2,2,"Theory: Family Primary Care","","C","Y","9:30","10:20","T",11,"A           VAC",11,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69059","SOWK","NURS-607",353,2,2,"Theory: Family Primary Care","","C","Y","15:45","16:35","W",10,"A           VAC",10,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69058","SOWK","NURS-607",353,2,2,"Theory: Family Primary Care","","C","Y","11:00","11:50","W",11,"A           VAC",11,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69057","SOWK","NURS-607",353,2,2,"Theory: Family Primary Care","","C","Y","14:30","15:20","T",9,"A           VAC",9,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69065","SOWK","NURS-608",353,3,3,"Clinical Practicum: Family Pr","imary Care","C","Y","16:15","17:15","W",4,"A           VAC",4,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69060","SOWK","NURS-608",353,3,3,"Clinical Practicum: Family Pr","imary Care","C","Y","12:45","13:45","T",6,"A           VAC",6,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69061","SOWK","NURS-608",353,3,3,"Clinical Practicum: Family Pr","imary Care","C","Y","14:45","15:45","T",6,"A           VAC",6,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69063","SOWK","NURS-608",353,3,3,"Clinical Practicum: Family Pr","imary Care","C","Y","14:30","15:30","W",5,"A           VAC",5,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69064","SOWK","NURS-608",353,3,3,"Clinical Practicum: Family Pr","imary Care","C","Y","14:30","15:30","W",7,"A           VAC",7,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
"69062","SOWK","NURS-608",353,3,3,"Clinical Practicum: Family Pr","imary Care","C","Y","16:15","17:15","T",6,"A           VAC",6,"Suzanne Dworak-Peck School of Social Work","OFC",1,"1/13/2020","5/2/2020","Nursing",NA
