"SECTION","SCHOOL","COURSE_CODE","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"50360","LASN","PHYS-135B","1","4","4","Physics for the Life Sciences","C","A","Y","11:00","12:20","TH","0","","Boedicker, James","SLH102","0","Fundamental laws and principles of physics emphasizing areas related to life sciences. Prerequisite for Biological Sciences, Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. (Duplicates credit in 105abLg and 125L).","PHYS","20233"
"50371","LASN","PHYS-135B","1","0","0","Physics for the Life Sciences","L","","Y","14:00","16:50","F","0","","","KAP B11","0","Fundamental laws and principles of physics emphasizing areas related to life sciences. Prerequisite for Biological Sciences, Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. (Duplicates credit in 105abLg and 125L).","PHYS","20233"
"50364","LASN","PHYS-135B","1","0","0","Physics for the Life Sciences","L","","N","8:00","10:50","H","0","","","KAP B11","0","Fundamental laws and principles of physics emphasizing areas related to life sciences. Prerequisite for Biological Sciences, Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. (Duplicates credit in 105abLg and 125L).","PHYS","20233"
"50372","LASN","PHYS-135B","1","0","0","Physics for the Life Sciences","L","","Y","17:00","19:50","W","0","","","KAP B11","0","Fundamental laws and principles of physics emphasizing areas related to life sciences. Prerequisite for Biological Sciences, Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. (Duplicates credit in 105abLg and 125L).","PHYS","20233"
"50367","LASN","PHYS-135B","1","0","0","Physics for the Life Sciences","L","","Y","11:00","13:50","T","0","","","KAP B11","0","Fundamental laws and principles of physics emphasizing areas related to life sciences. Prerequisite for Biological Sciences, Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. (Duplicates credit in 105abLg and 125L).","PHYS","20233"
"50368","LASN","PHYS-135B","1","0","0","Physics for the Life Sciences","L","","Y","14:00","16:50","T","0","","","KAP B11","0","Fundamental laws and principles of physics emphasizing areas related to life sciences. Prerequisite for Biological Sciences, Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. (Duplicates credit in 105abLg and 125L).","PHYS","20233"
"50366","LASN","PHYS-135B","1","0","0","Physics for the Life Sciences","L","","N","8:00","10:50","W","0","","","KAP B11","0","Fundamental laws and principles of physics emphasizing areas related to life sciences. Prerequisite for Biological Sciences, Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. (Duplicates credit in 105abLg and 125L).","PHYS","20233"
"50365","LASN","PHYS-135B","1","0","0","Physics for the Life Sciences","L","","N","11:00","13:50","H","0","","","KAP B11","0","Fundamental laws and principles of physics emphasizing areas related to life sciences. Prerequisite for Biological Sciences, Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. (Duplicates credit in 105abLg and 125L).","PHYS","20233"
"50369","LASN","PHYS-135B","1","0","0","Physics for the Life Sciences","L","","Y","14:00","16:50","W","0","","","KAP B11","0","Fundamental laws and principles of physics emphasizing areas related to life sciences. Prerequisite for Biological Sciences, Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. (Duplicates credit in 105abLg and 125L).","PHYS","20233"
"50374","LASN","PHYS-135B","1","0","0","Physics for the Life Sciences","L","","N","8:00","10:50","F","0","","","KAP B11","0","Fundamental laws and principles of physics emphasizing areas related to life sciences. Prerequisite for Biological Sciences, Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. (Duplicates credit in 105abLg and 125L).","PHYS","20233"
"50373","LASN","PHYS-135B","1","0","0","Physics for the Life Sciences","L","","Y","17:00","19:50","H","0","","","KAP B11","0","Fundamental laws and principles of physics emphasizing areas related to life sciences. Prerequisite for Biological Sciences, Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. (Duplicates credit in 105abLg and 125L).","PHYS","20233"
"50370","LASN","PHYS-135B","1","0","0","Physics for the Life Sciences","L","","Y","14:00","16:50","H","0","","","KAP B11","0","Fundamental laws and principles of physics emphasizing areas related to life sciences. Prerequisite for Biological Sciences, Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. (Duplicates credit in 105abLg and 125L).","PHYS","20233"
"50363","LASN","PHYS-135B","1","0","0","Physics for the Life Sciences","L","","N","8:00","10:50","T","0","","","KAP B11","0","Fundamental laws and principles of physics emphasizing areas related to life sciences. Prerequisite for Biological Sciences, Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. (Duplicates credit in 105abLg and 125L).","PHYS","20233"
"50361","LASN","PHYS-135B","1","0","0","Physics for the Life Sciences","Q","A","Y","17:00","18:20","T","0","","","TBA","0","Fundamental laws and principles of physics emphasizing areas related to life sciences. Prerequisite for Biological Sciences, Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. (Duplicates credit in 105abLg and 125L).","PHYS","20233"
"50471","LAS","PHYS-141","1","1","1","Special Laboratory I","CL","","Y","TBA","TBA","","0","","","OFFICE","0","Laboratory component for PHYS 151Lg for transfer students with equivalent lecture credit from another institution. For transfer students immediately after matriculation. Graded CR/NC.","PHYS","20233"
"50478","LAS","PHYS-142","1","1","1","Special Laboratory II","CL","","Y","TBA","TBA","","0","","","OFFICE","0","Laboratory component for PHYS 152L for transfer students with equivalent lecture credit from another institution. For transfer students immediately after matriculation. Graded CR/NC.","PHYS","20233"
"50382","LAS","PHYS-151","1","4","4","Fundamentals of Physics I: Mechanics and Thermodynamics","C","","Y","14:00","15:20","TH","0","","Wirthwein, Aaron, James","SLH200","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50380","LAS","PHYS-151","1","4","4","Fundamentals of Physics I: Mechanics and Thermodynamics","C","","Y","10:00","10:50","MWF","0","","Martini, Lara","SLH200","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50386","LAS","PHYS-151","1","0","0","Fundamentals of Physics I: Mechanics and Thermodynamics","L","","Y","8:00","10:50","T","0","","","KAP B8","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50389","LAS","PHYS-151","1","0","0","Fundamentals of Physics I: Mechanics and Thermodynamics","L","","Y","11:00","13:50","H","0","","","KAP B8","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50387","LAS","PHYS-151","1","0","0","Fundamentals of Physics I: Mechanics and Thermodynamics","L","","N","8:00","10:50","H","0","","","KAP B8","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50392","LAS","PHYS-151","1","0","0","Fundamentals of Physics I: Mechanics and Thermodynamics","L","","Y","14:00","16:50","W","0","","","KAP B8","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50396","LAS","PHYS-151","1","0","0","Fundamentals of Physics I: Mechanics and Thermodynamics","L","","Y","17:00","19:50","T","0","","","KAP B8","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50398","LAS","PHYS-151","1","0","0","Fundamentals of Physics I: Mechanics and Thermodynamics","L","","N","8:00","10:50","W","0","","","KAP B8","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50390","LAS","PHYS-151","1","0","0","Fundamentals of Physics I: Mechanics and Thermodynamics","L","","Y","11:00","13:50","F","0","","","KAP B8","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50393","LAS","PHYS-151","1","0","0","Fundamentals of Physics I: Mechanics and Thermodynamics","L","","Y","14:00","16:50","H","0","","","KAP B8","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50395","LAS","PHYS-151","1","0","0","Fundamentals of Physics I: Mechanics and Thermodynamics","L","","Y","17:00","19:50","H","0","","","KAP B8","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50391","LAS","PHYS-151","1","0","0","Fundamentals of Physics I: Mechanics and Thermodynamics","L","","Y","14:00","16:50","T","0","","","KAP B8","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50399","LAS","PHYS-151","1","0","0","Fundamentals of Physics I: Mechanics and Thermodynamics","L","","N","8:00","10:50","F","0","","","KAP B8","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50397","LAS","PHYS-151","1","0","0","Fundamentals of Physics I: Mechanics and Thermodynamics","L","","Y","11:00","13:50","T","0","","","KAP B8","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50388","LAS","PHYS-151","1","0","0","Fundamentals of Physics I: Mechanics and Thermodynamics","L","","Y","11:00","13:50","W","0","","","KAP B8","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50394","LAS","PHYS-151","1","0","0","Fundamentals of Physics I: Mechanics and Thermodynamics","L","","Y","14:00","16:50","F","0","","","KAP B8","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50383","LAS","PHYS-151","1","0","0","Fundamentals of Physics I: Mechanics and Thermodynamics","Q","","Y","17:00","18:20","W","0","","","TBA","0","Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy.","PHYS","20233"
"50402","LAS","PHYS-152","1","4","4","Fundamentals of Physics II: Electricity and Magnetism","C","","Y","9:30","10:50","TH","0","","Peroomian, Vahe","SLH200","0","Electrostatics, magnetostatics, electrical circuits, wave motion, sound waves, electromagnetic waves.","PHYS","20233"
"50404","LAS","PHYS-152","1","4","4","Fundamentals of Physics II: Electricity and Magnetism","C","","Y","14:00","15:20","MW","0","","Wirthwein, Aaron, James","SLH200","0","Electrostatics, magnetostatics, electrical circuits, wave motion, sound waves, electromagnetic waves.","PHYS","20233"
"50406","LAS","PHYS-152","1","0","0","Fundamentals of Physics II: Electricity and Magnetism","L","","Y","8:00","10:50","T","0","","","KAP B25","0","Electrostatics, magnetostatics, electrical circuits, wave motion, sound waves, electromagnetic waves.","PHYS","20233"
