"courseID","course_title","semester","section","course_desc","department","N.Sections","year"
"OT-101","Caring For Your Self: Engaging in Healthy Habits;and Routines","SP19",47906,"Caring For Your Self: Engaging in Healthy Habits;and Routines - Application of occupational science evidence and occupational therapy principles of lifestyle and self-care behavior change to support self-analysis and integration of healthy habits and routines.","OT",1,"AY19"
"OT-200","Medical Terminology for Health Professions","SP19",47702,"Medical Terminology for Health Professions - Foundation of medical terminology and hospital abbreviations useful for practice in health care.","OT",1,"AY19"
"OT-220","Lifestyle Design: Introduction to Occupational Therapy","SP19",47700,"Lifestyle Design: Introduction to Occupational Therapy - Introduction to theoretical concepts concerning the relationship;of engagement in activities (occupations) to health and well;being. Application of these perspectives to students' own lives.","OT",2,"AY19"
"OT-250","Introduction to Occupational Science and Occupational Therapy","SP19",47703,"Introduction to Occupational Science and Occupational Therapy - Introduction to concept of occupation and overview of human drive;for meaningful activity; impact of occupations on health and;well-being; analysis of personal occupational patterns; selected;therapeutic applications.","OT",2,"AY19"
"OT-251","Across the Lifespan: Occupations, Health and Disability","SP19",47710,"Across the Lifespan: Occupations, Health and Disability - Exploration of the transformative power of occupation throughout the lifespan for all individuals.","OT",1,"AY19"
"OT-260","Human Functional Anatomy for Allied Health Professions","SP19",47705,"Human Functional Anatomy for Allied Health Professions - Lecture and cadaver lab-based, human anatomy course focused on the interaction of anatomical systems relative to functional activity, health and wellness.","OT",2,"AY19"
"OT-261","Human Physiology for Allied Health Professions","SP19",47707,"Human Physiology for Allied Health Professions - Overview of human physiology emphasizing systems that sustain homeostasis and motion with a focus on biological foundations for a healthy lifestyle. Relevant pathophysiologic issues discussed.","OT",2,"AY19"
"OT-280","Essential Occupations of Emerging Adulthood","SP19",47905,"Essential Occupations of Emerging Adulthood - Examination of challenges associated with the emerging adulthood stage of development through an occupational science lens; strategies to promote health and well-being for this population.","OT",1,"AY19"
"OT-310","Creativity Workshop","SP19",47712,"Creativity Workshop - Theories and practice of the creative process in varied media, genres and occupations. Explores creativity in the arts, sciences, professions, evolution, daily life, and culture.","OT",4,"AY19"
"OT-325","The Brain: Mind, Body, and Self","SP19",47717,"The Brain: Mind, Body, and Self - Exploration of neuroscience as it impacts everyday living, from the fundamentals of neurons and synapses, to the neural basis of language, empathy, and social interaction.","OT",2,"AY19"
"OT-350","Disability, Occupations, and the Health Care System","SP19",47721,"Disability, Occupations, and the Health Care System - Exploration of the ways in which able-bodyism, sexism, racism,;classism and homophobia contribute to occupational opportunities;or barriers and weave their way into health care.","OT",1,"AY19"
"OT-355","Occupational Reconstructions and Social Transformations","SP19",47722,"Occupational Reconstructions and Social Transformations - The use of occupations -- meaningful, purposeful activities -- to restore identity, agency, health, well-being, skills, and political power to populations in problematic situations, such as wars and natural disasters.","OT",1,"AY19"
"OT-370","Understanding Autism: Participation Across the Lifespan","SP19",48021,"Understanding Autism: Participation Across the Lifespan - Introduction to Autism Spectrum Disorder (ASD) from a neurodevelopmental perspective, with a focus on the daily living experience and occupational participation for individuals with ASD.","OT",1,"AY19"
"OT-406","Foundations: Creativity, Craft and Activity Analysis","SP19",47929,"Foundations: Creativity, Craft and Activity Analysis - Exploration of craftsmanship in both historical and contemporary contexts; engagement in the craft experience to encourage creativity and to develop proficiency in analysis of performance. Open only to upper division, Master and Professional OT majors.","OT",1,"AY19"
"OT-441","Foundations: Neuroscience","SP19",47771,"Foundations: Neuroscience - Application of basic neural function to the analysis of daily living tasks and activities; review of pathological conditions that interfere with performance in occupation. Open only to upper division and Master's Occupational Therapy majors.","OT",1,"AY19"
"OT-500A","Clinical Problems in Occupational Therapy","SP19",47793,"Clinical Problems in Occupational Therapy - Specific applications of occupational therapy practice in varied clinical/health settings. Seminar to integrate theory with application of treatment principles for various dysfunctional conditions. Graded CR/NC.","OT",9,"AY19"
"OT-500B","Clinical Problems in Occupational Therapy","SP19",47803,"Clinical Problems in Occupational Therapy - Specific applications of occupational therapy practice in varied clinical/health settings. Seminar to integrate theory with application of treatment principles for various dysfunctional conditions. Graded CR/NC.","OT",5,"AY19"
"OT-501","Practice Immersion: Adult Physical Rehabilitation","SP19",47732,"Practice Immersion: Adult Physical Rehabilitation - Scientific and theoretical underpinnings and knowledge and skills necessary for occupational therapy evaluation and intervention in adult rehabilitation and geriatrics; incorporates related Level I Fieldwork. Duplicates credit in former OT 401. Open only to Occupational Therapy majors.","OT",3,"AY19"
"OT-502","Practice Immersion: Mental Health","SP19",47733,"Practice Immersion: Mental Health - Scientific and theoretical underpinnings and knowledge and skills necessary for occupational therapy evaluation and intervention in mental health practice; incorporates related Level I Fieldwork. Duplicates credit in former OT 402. Open only to Occupational Therapy majors.","OT",3,"AY19"
"OT-503","Practice Immersion: Pediatrics","SP19",47744,"Practice Immersion: Pediatrics - Scientific and theoretical underpinnings and knowledge and skills necessary for occupational therapy evaluation and intervention in pediatrics; incorporates related Level I Fieldwork. Duplicates credit in former OT 403. Open only to Occupational Therapy majors.","OT",3,"AY19"
"OT-521","Clinical Reasoning","SP19",47748,"Clinical Reasoning - Dynamic look at creation and application of professional knowledge and expertise; examines interrelationship between theory and practice; incorporates narrative and illness experiences in clinical reasoning. Duplicates credit in former OT 411. Open only to Occupational Therapy majors.","OT",3,"AY19"
"OT-523","Communication Skills for Effective Practice","SP19",47762,"Communication Skills for Effective Practice - Principles of written, verbal and non-verbal communication with professionals, clients and families, from a personal and professional perspective; group interventions; interview skills; advocacy as communication. Duplicates credit in former OT 430. Open only to Occupational Therapy majors.","OT",3,"AY19"
"OT-525","Qualitative Research for Evidence-Based Practice","SP19",47758,"Qualitative Research for Evidence-Based Practice - Traditions and methods of qualitative research; development of skills for research design, implementation and dissemination; critique of qualitative research for evidence-based practice and occupational science. Duplicates credit in former OT 470. Open only to Occupational Therapy majors.","OT",4,"AY19"
"OT-540","Leadership Capstone","SP19",47913,"Leadership Capstone - Professional capstone in leadership, advocacy, ethical reasoning, professional behavior, and public policy as it impacts the practice of occupational therapy; independent professional externship. Duplicates credit in former OT 580. Open only to Occupational Therapy majors.","OT",2,"AY19"
