"course_title","semester","course","course_num","course_desc","department","N.Sections"
"SLL-120","SP19","Beginning Russian I",60202,"Beginning Russian I - Introduction to the Russian language with emphasis on basic conversational skills, major points of grammar and reading.;","SLL",1
"SLL-150","F18","Beginning Russian II",60208,"Beginning Russian II - Continuation of 120.","SLL",1
"SLL-150","SP19","Beginning Russian II",60208,"Beginning Russian II - Continuation of 120.","SLL",1
"SLL-199","SU18","Chess and Critical Thinking",60212,"Chess and Critical Thinking - Analysis of significant chess games, reflecting societal attitudes;towards science, competition, art, gender, psychology, politics,;and technology. Graded CR/NC.","SLL",1
"SLL-199","F18","Chess and Critical Thinking",60212,"Chess and Critical Thinking - Analysis of significant chess games, reflecting societal attitudes;towards science, competition, art, gender, psychology, politics,;and technology. Graded CR/NC.","SLL",2
"SLL-199","SP19","Chess and Critical Thinking",60212,"Chess and Critical Thinking - Analysis of significant chess games, reflecting societal attitudes;towards science, competition, art, gender, psychology, politics,;and technology. Graded CR/NC.","SLL",2
"SLL-220","F18","Intermediate Russian I",60216,"Intermediate Russian I - Development of thematic conversational skills with emphasis on;extended dialogue. Review of basic morphology with special;attention to verbs of motion. Reading of authentic material is;emphasized.;","SLL",1
"SLL-220","SP19","Intermediate Russian I",60216,"Intermediate Russian I - Development of thematic conversational skills with emphasis on;extended dialogue. Review of basic morphology with special;attention to verbs of motion. Reading of authentic material is;emphasized.;","SLL",1
"SLL-250","F18","Intermediate Russian II",60218,"Intermediate Russian II - Continuation of SLL 220. Development of proficieny in conversation;skills, reading, and writing.","SLL",1
"SLL-250","SP19","Intermediate Russian II",60218,"Intermediate Russian II - Continuation of SLL 220. Development of proficieny in conversation;skills, reading, and writing.","SLL",1
"SLL-260","SP19","The Trans-Siberian Experience",60296,"The Trans-Siberian Experience - Introduction to Russian language and culture by means of a study-tour on the Trans-Siberian Railway.","SLL",1
"SLL-299","SP19","Chess - Advanced Thinking Techniques",60220,"Chess - Advanced Thinking Techniques - Development of advanced understanding of the game of chess. Critical analysis of games and of the problem-solving techniques applicable in various game situations. Graded CR/NC.","SLL",1
"SLL-330","F18","Russian Thought and Civilization",60228,"Russian Thought and Civilization - Russian cultural identity from its beginnings until today. The Eastern Orthodox tradition, its traumatic confrontation with Western culture, and their continuous interaction.","SLL",5
"SLL-330","SP19","Russian Thought and Civilization",60230,"Russian Thought and Civilization - Russian cultural identity from its beginnings until today. The Eastern Orthodox tradition, its traumatic confrontation with Western culture, and their continuous interaction.","SLL",3
"SLL-344","SP19","Tolstoy: Writer and Moralist",60234,"Tolstoy: Writer and Moralist - Tolstoy's major works in the context of his ethical views.Readings and lectures in English.","SLL",1
"SLL-397","SP19","Literature and Film in Eastern European Historical Experienc",60235,"Literature and Film in Eastern European Historical Experienc - Exploration of key moments in the recent historical experience of Eastern Europe through close readings of literature and film. Taught in English.","SLL",1
"SLL-650","SP19","Seminar in Russian Literature",60260,"Seminar in Russian Literature - Detailed study of single literary period, movement, or genre; two;or more selected authors; specific school of literary criticism.;May be repeated, with departmental permission, if content of the;seminar is different. Recommended preparation: one year of;graduate study.;","SLL",1
"SLL-660","F18","Seminar on Single Author or Work",60264,"Seminar on Single Author or Work - Theme varies from year to year. An author or major work will be;selected for intensive study; research paper required. May be;repeated, with departmental permission, if content of the seminar;is different. Recommended preparation: one year of graduate study.","SLL",1
"SLL-670","F18","Seminar in Eastern European Cinema",60270,"Seminar in Eastern European Cinema - Topics in Eastern European cinema selected for intensive study. May be repeated with varying content.","SLL",1
"SOCI-142","F18","Diversity and Racial Conflict",61400,"Diversity and Racial Conflict - Introduction to the causes and effects of contemporary race relations in a diverse U.S. society. Exploration of racial conflict at the personal and institutional levels.","SOCI",5
"SOCI-142","SP19","Diversity and Racial Conflict",61410,"Diversity and Racial Conflict - Introduction to the causes and effects of contemporary race relations in a diverse U.S. society. Exploration of racial conflict at the personal and institutional levels.","SOCI",5
"SOCI-150","F18","Social Problems",61410,"Social Problems - Analysis of factors in current American social problems: crime,delinquency, prostitution, family disorganization, race relations,mental illness.","SOCI",5
"SOCI-155","SP19","Immigrant America",61420,"Immigrant America - Examination of the immigrant experience in the United States. Comparative analysis of social context of migration, formation of immigrant communities, and social integration of immigrants.","SOCI",5
"SOCI-169","SU18","Changing Family Forms",61400,"Changing Family Forms - The peculiarity of the ""modern"" Western family system in historical and cross-cultural perspective; focus on the ""postmodern"" family crisis in the United States.","SOCI",3
"SOCI-169","SP19","Changing Family Forms",61432,"Changing Family Forms - The peculiarity of the ""modern"" Western family system in historical and cross-cultural perspective; focus on the ""postmodern"" family crisis in the United States.","SOCI",5
"SOCI-200","F18","Introduction to Sociology",61440,"Introduction to Sociology - Basic concepts of sociology with special reference to group life,social institutions, and social processes.","SOCI",5
"SOCI-200","SP19","Introduction to Sociology",61455,"Introduction to Sociology - Basic concepts of sociology with special reference to group life,social institutions, and social processes.","SOCI",7
"SOCI-210","F18","Science, Technology, and Social Conflict",61445,"Science, Technology, and Social Conflict - Science and technology change society and how we understand ourselves. In turn, social struggles influence science. We will explore the interplay between these forces.","SOCI",5
"SOCI-210","SP19","Science, Technology, and Social Conflict",61445,"Science, Technology, and Social Conflict - Science and technology change society and how we understand ourselves. In turn, social struggles influence science. We will explore the interplay between these forces.","SOCI",10
"SOCI-215","F18","Sociology of Wall Street",61450,"Sociology of Wall Street - Examines Wall Street as a: market for allocating investment; arbiter of prices; place to work; and a powerful force directing the activities of corporations everywhere.","SOCI",5
"SOCI-242","SU18","Sociology, Demography, and Health",61480,"Sociology, Demography, and Health - Sociological and demographic concepts focusing on the causes of disease, health and wellness. Empirical analysis of population composition and its connection to health.","SOCI",3
"SOCI-242","F18","Sociology, Demography, and Health",61540,"Sociology, Demography, and Health - Sociological and demographic concepts focusing on the causes of disease, health and wellness. Empirical analysis of population composition and its connection to health.","SOCI",10
