SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR,COURSE_DESCRIPTION
51298,PPD,PPD-790,51,1,12,Research,C,,Y,TBA,TBA,,0,,"Malisos, Samantha, A.",OFFICE,0,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
51297,PPD,PPD-790,50,1,12,Research,C,,Y,TBA,TBA,,0,,"Malisos, Samantha, A.",OFFICE,0,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
51072,PPD,PPDE-506,596,1,1,Professional Residency in Public Administration,C,,Y,TBA,TBA,,0,B,"Halbur, Nicolle",OFFICE,0,"Skills in written reporting, professional briefings and social media for public administrators; effective engagement for stakeholders and constituencies; research, analysis and reporting on current policy or management cases"
51074,PPD,PPDE-507,598,1,1,Capstone Residency in Public Administration,C,,Y,TBA,TBA,,55,B,"Vertenten, Dora Kingsley",OFFICE,55,Development of enhanced skills in issue framing and options analysis in public administration for internal and external audiences.
51077,PPD,PPDE-507,598,1,1,Capstone Residency in Public Administration,C,,Y,TBA,TBA,,0,B,"Blanc, Tara, Alison",OFFICE,0,Development of enhanced skills in issue framing and options analysis in public administration for internal and external audiences.
51075,PPD,PPDE-507,598,1,1,Capstone Residency in Public Administration,C,,Y,TBA,TBA,,0,B,"Vertenten, Dora Kingsley",OFFICE,0,Development of enhanced skills in issue framing and options analysis in public administration for internal and external audiences.
51076,PPD,PPDE-507,598,1,1,Capstone Residency in Public Administration,C,,Y,TBA,TBA,,0,B,"Blanc, Tara, Alison",OFFICE,0,Development of enhanced skills in issue framing and options analysis in public administration for internal and external audiences.
51052,PPD,PPDE-628,790,2,2,Introduction to Lean Health Care,C,,Y,TBA,TBA,,25,,"Lim, Trent",,25,"Performance improvement methods and principles in health care; how Lean, Six-Sigma, and Human Centered Design (HCD) methodologies are applied to health care organizations to improve quality and efficiency."
51651,PPD,RED-301,524,1,1,Real Estate Internship Seminar,C,,Y,TBA,TBA,,1,A,,ONLINE,1,"Real estate development skills for practice; internship seminar; leadership, group dynamics and presentation skills; application of management; organizational diversity; reflection on experiences."
51650,PPD,RED-437,55,4,4,Advanced Finance and Investment for Real Estate,C,,Y,18:00,21:20,MW,24,A,"Miller, Brian",ONLINE,24,Advanced real estate principles. Underwriting property valuation and deal structure including risk and return. Debt and equity markets; difference between development and existing assets.
,,,,,,Development,,,,,,,,,,,,
51601,PPD,RED-500,531,2,2,Real Estate Development and the Economy,C,,Y,18:00,20:50,M,0,,,,0,Linkages between national and regional economies and the performance of the real estate sector. Anticipating development trends. Public policy applications.
,,,,,,,,,,,,,,,,,,
51600,PPD,RED-541,531,2,2,Finance Fundamentals for Real Estate Development,C,,Y,18:00,20:50,M,0,,"Dickerhoff, Terri, Renee",RGL209,0,Introduction to the general principles of finance with application
,,,,,,,,,,,,,,,,,,"to real estate development, including capital markets, financial"
,,,,,,,,,,,,,,,,,,"institutions, valuation and risk management."
51602,PPD,RED-542,531,3,3,Finance of Real Estate Development,C,,Y,14:00,15:50,MW,0,,"Maddux, Austin",RGL209,0,Theory and methods of real estate finance and investment.  Real
,,,,,,,,,,,,,,,,,,"estate investment analysis, real estate entities, taxation;"
,,,,,,,,,,,,,,,,,,"introduction to securitization of real estate equities, debt."
,,,,,,,,,,,,,,,,,,
51603,PPD,RED-542,531,0,0,Finance of Real Estate Development,L,,Y,14:00,15:50,T,0,A,"Gulin, Iain",ONLINE,0,Theory and methods of real estate finance and investment.  Real
,,,,,,,,,,,,,,,,,,"estate investment analysis, real estate entities, taxation;"
,,,,,,,,,,,,,,,,,,"introduction to securitization of real estate equities, debt."
,,,,,,,,,,,,,,,,,,
51604,PPD,RED-547,531,2,2,Project Management and Construction,C,,Y,18:00,20:50,W,0,,,RGL209,0,Managing the building phase of development. Architectural and engineering aspects of construction management for the real estate developer.
,,,,,,,,,,,,,,,,,,
51606,PPD,RED-551,531,4,4,The Approval Process,C,,Y,18:00,20:50,TH,0,,"Kuklok-Waldman, Nicole",RGL209,0,Approval process for real estate development including land use
,,,,,,,,,,,,,,,,,,"entitlement, site selection, zoning, environmental review,"
,,,,,,,,,,,,,,,,,,"community and government relations, infrastructure financing,"
,,,,,,,,,,,,,,,,,,"ethical issues, negotiation skills."
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Tripp, Donna",,,
51610,PPD,RED-590,531,1,12,Directed Research,C,,Y,TBA,TBA,,0,,"Malisos, Samantha, A.",OFFICE,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
214,RNR,PDF-999,74,0,0,Postdoctoral Fellows,C,,Y,TBA,TBA,,10,,,OFFICE,10,Course created for visiting postdoctoral fellows scholars.  The
,,,,,,,,,,,,,,,,,,"course is created for enrollment purposes, zero units, full time"
,,,,,,,,,,,,,,,,,,"status, scheduled in session 018, and never appears in the student"
,,,,,,,,,,,,,,,,,,academic records system.
944,RNR,RNR-050,678,0,0,International Academy Holding Course,C,,Y,TBA,TBA,,0,,,OFFICE,0,Course created per request from the International Academy to
,,,,,,,,,,,,,,,,,,"create a zero unit, zero charge course for the purpose of enabling"
,,,,,,,,,,,,,,,,,,services for the student  population.  Tuition is paid directly to
,,,,,,,,,,,,,,,,,,the Academy.
941,RNR,RNR-050,808,0,0,International Academy Holding Course,C,,Y,TBA,TBA,,0,,,OFFICE,0,Course created per request from the International Academy to
,,,,,,,,,,,,,,,,,,"create a zero unit, zero charge course for the purpose of enabling"
,,,,,,,,,,,,,,,,,,services for the student  population.  Tuition is paid directly to
,,,,,,,,,,,,,,,,,,the Academy.
942,RNR,RNR-050,810,0,0,International Academy Holding Course,C,,Y,TBA,TBA,,0,,,OFFICE,0,Course created per request from the International Academy to
,,,,,,,,,,,,,,,,,,"create a zero unit, zero charge course for the purpose of enabling"
,,,,,,,,,,,,,,,,,,services for the student  population.  Tuition is paid directly to
,,,,,,,,,,,,,,,,,,the Academy.
943,RNR,RNR-050,617,0,0,International Academy Holding Course,C,,Y,TBA,TBA,,0,,,OFFICE,0,Course created per request from the International Academy to
,,,,,,,,,,,,,,,,,,"create a zero unit, zero charge course for the purpose of enabling"
,,,,,,,,,,,,,,,,,,services for the student  population.  Tuition is paid directly to
,,,,,,,,,,,,,,,,,,the Academy.
945,RNR,RNR-051,199,0,0,International Academy Holding Course (Part II),C,,Y,TBA,TBA,,0,,,OFFICE,0,Course created per request from the International Academy to
,,,,,,,,,,,,,,,,,,"create a zero unit, zero charge course for the purpose of enabling"
,,,,,,,,,,,,,,,,,,services for the student population. This course serves the
,,,,,,,,,,,,,,,,,,popuation that has successfully completed RNR-050.  Tuition is
,,,,,,,,,,,,,,,,,,paid directly to the Academy.
900,RNR,USC-100,59,1,16,TEMPORARY ENROLLMENT/FILL COURSE,C,,Y,TBA,TBA,,1,,,OFF CAMPUS,1,The registration for this course should only be temporary. There is no instruction in this course. (Used for special purposes by Registration.)
5005,RNR,USC-500O,279,0,0,Off Campus Studies,C,,Y,TBA,TBA,,0,,,OFF CAMPUS,0,Off campus coursework; course serves as a block enrollment until
,,,,,,,,,,,,,,,,,,transcript from host institution is provided and can be
,,,,,,,,,,,,,,,,,,articulated into an MOI that results in individual courses on the
,,,,,,,,,,,,,,,,,,USC transcript with section titles that reflect the title of the
,,,,,,,,,,,,,,,,,,course at the host institution.
36660,RNR,GRSC-802,401,0,0,Summer Enrollment for Continuing PhD Students,C,,Y,TBA,TBA,,25,,,OFFICE,25,This course is administratively created to acccommodate continuing
,GRAD,,,,,,,,,,,,,,,,,PhD students who are on campus during the summer for specific
,,,,,,,,,,,,,,,,,,sponsored activities with their academic unit or in specific
,,,,,,,,,,,,,,,,,,university-wide programs.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
36661,RNR,GRSC-802,401,0,0,Summer Enrollment for Continuing PhD Students,C,,Y,TBA,TBA,,2,,,OFFICE,2,This course is administratively created to acccommodate continuing
,GRAD,,,,,,,,,,,,,,,,,PhD students who are on campus during the summer for specific
,,,,,,,,,,,,,,,,,,sponsored activities with their academic unit or in specific
,,,,,,,,,,,,,,,,,,university-wide programs.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
69000,SOWK,NURS-500,374,2,2,Bridge Course,C,,Y,10:00,12:00,H,0,A,"Bancroft, Christa, Tobey",VAC,0,"Key concepts from chemistry, biochemistry, genetics, cell biology, metabolism, microbiology, and immunology in an 8 week format. Successful completion of this unique preparatory course is expected to position students for success in the graduate level pathophysiology and pharmacology courses."
69002,SOWK,NURS-501,353,4,4,Pathophysiology for Advanced Nursing Practice,C,,Y,11:00,12:30,H,5,A,"Zappas, Michelle, Peters",VAC,5,Advanced physiology/pathophysiology including general principles
,,,,,,,,,,,,,,,,,,that apply across the lifespan.
69001,SOWK,NURS-501,353,4,4,Pathophysiology for Advanced Nursing Practice,C,,Y,11:00,12:30,T,6,A,"Zappas, Michelle, Peters",VAC,6,Advanced physiology/pathophysiology including general principles
,,,,,,,,,,,,,,,,,,that apply across the lifespan.
69003,SOWK,NURS-502,353,3,3,Advanced Health Assessment Across the Life Span,C,,Y,13:00,14:35,T,5,A,"Hildebrand, Janett",VAC,5,Development of advanced critical thinking and clinical judgement skills through comprehensive health assessment.  Health promotion and health maintenance content is utilized to assess health status and evaluate health risk among individuals and groups.
69004,SOWK,NURS-502,353,3,3,Advanced Health Assessment Across the Life Span,C,,Y,9:00,10:35,H,6,A,"Woodruff, Kathleen",VAC,6,Development of advanced critical thinking and clinical judgement skills through comprehensive health assessment.  Health promotion and health maintenance content is utilized to assess health status and evaluate health risk among individuals and groups.
69005,SOWK,NURS-503,353,3,3,Theory: Clinical Management of Adult Patients,C,,Y,9:00,10:35,W,14,A,"Sanchez, Cynthia",VAC,14,"The scope of practice and responsibilities of the family nurse practitioner in prevention of disease, health maintenance, and the diagnosis and management of patients with common illnesses are explored."
69006,SOWK,NURS-504,353,3,3,Pharmacology for Advanced Practice Nursing,C,,Y,9:00,10:35,T,6,A,"Hildebrand, Janett",VAC,6,"Advanced pharmacology including pharmacodynamics, pharmacokinetics, and pharmacotherapeutics of all broad categories of agents."
69007,SOWK,NURS-504,353,3,3,Pharmacology for Advanced Practice Nursing,C,,Y,11:00,12:35,W,9,A,"Hildebrand, Janett",VAC,9,"Advanced pharmacology including pharmacodynamics, pharmacokinetics, and pharmacotherapeutics of all broad categories of agents."
69009,SOWK,NURS-505,353,3,3,Clinical Practicum: Management of Adult Patients,C,,Y,13:30,14:30,W,4,A,"Hildebrand, Janett",VAC,4,"Primary health care to patients throughout the life cycle with a focus on the prevention of disease, health maintenance, and the diagnosis and management of patients with common illnesses."
69008,SOWK,NURS-505,353,3,3,Clinical Practicum: Management of Adult Patients,C,,Y,10:45,11:45,W,8,A,"Tran, Jennifer",VAC,8,"Primary health care to patients throughout the life cycle with a focus on the prevention of disease, health maintenance, and the diagnosis and management of patients with common illnesses."
69010,SOWK,NURS-505,353,3,3,Clinical Practicum: Management of Adult Patients,C,,Y,14:30,15:30,W,7,A,"Tran, Jennifer",VAC,7,"Primary health care to patients throughout the life cycle with a focus on the prevention of disease, health maintenance, and the diagnosis and management of patients with common illnesses."
69011,SOWK,NURS-507,353,3,3,Theory: Clinical Management of the Childbearing/Childrearing,C,,Y,12:00,13:35,T,6,A,"Kirkland, Tracie",VAC,6,Diagnosing and managing childbearing women from preconception through uncomplicated pregnancy and postpartum periods and providing primary care to children and their families from newborn through adolescence periods.
69012,SOWK,NURS-600,353,3,3,Theory: Clinical Management of Adult Patients with Complex M,C,,Y,15:40,17:15,W,5,A,"Plato-Johnson, Lindsey",VAC,5,"The scope of practice and responsibilities of the family nurse practitioner in the diagnosis and management of patients with acute, complex and chronic illnesses are explored."
69013,SOWK,NURS-600,353,3,3,Theory: Clinical Management of Adult Patients with Complex M,C,,Y,11:00,12:35,H,11,A,"Woodruff, Kathleen",VAC,11,"The scope of practice and responsibilities of the family nurse practitioner in the diagnosis and management of patients with acute, complex and chronic illnesses are explored."
69014,SOWK,NURS-601,353,3,3,Clinical Practicum: Management of the Childbearing/Childrear,C,,Y,16:00,17:00,W,7,A,"Tran, Jennifer",VAC,7,Clinical practicum is intended to prepare FNP students to provide primary health care to childbearing/childrearing families from preconception through adolescent phase of the life cycle.
69015,SOWK,NURS-601,353,3,3,Clinical Practicum: Management of the Childbearing/Childrear,C,,Y,17:15,18:15,W,7,A,"Sattelmaier, Nakisha, Danielle",VAC,7,Clinical practicum is intended to prepare FNP students to provide primary health care to childbearing/childrearing families from preconception through adolescent phase of the life cycle.
69016,SOWK,NURS-601,353,3,3,Clinical Practicum: Management of the Childbearing/Childrear,C,,Y,9:15,10:15,T,5,A,"Kirkland, Tracie",VAC,5,Clinical practicum is intended to prepare FNP students to provide primary health care to childbearing/childrearing families from preconception through adolescent phase of the life cycle.
69017,SOWK,NURS-601,353,3,3,Clinical Practicum: Management of the Childbearing/Childrear,C,,Y,10:30,11:30,T,1,A,"Kirkland, Tracie",VAC,1,Clinical practicum is intended to prepare FNP students to provide primary health care to childbearing/childrearing families from preconception through adolescent phase of the life cycle.
69018,SOWK,NURS-602,353,3,3,Research/Analytical Methods,C,,Y,10:15,11:50,T,12,A,"Tran, Jennifer",VAC,12,Understanding and applying commonly used research methodologies and data analysis techniques in healthcare research.
69019,SOWK,NURS-603,353,3,3,Transforming Research Evidence into Practice,C,,Y,11:15,12:50,W,11,A,"Reed, Latesha",VAC,11,Preparing the advanced practice nursing student to critically
,,,,,,,,,,,,,,,,,,"evaluate knowledge, research and evidence for implementation of"
,,,,,,,,,,,,,,,,,,"best practices in healthcare in order to deliver safe, ethical,"
,,,,,,,,,,,,,,,,,,culturally sensitive evidence based care for patients in diverse
,,,,,,,,,,,,,,,,,,settings.
69020,SOWK,NURS-604,353,3,3,Clinical Practicum: Management of Adult Patients with Comple,C,,Y,13:00,14:00,H,4,A,"Woodruff, Kathleen",VAC,4,"Application of theoretical concepts studied in NURS 600.  Comprehsive assessments, formulation of differential diagnoses, and the development of plans of care to manage acute and chronic complex in a variety of practice settings."
69021,SOWK,NURS-604,353,3,3,Clinical Practicum: Management of Adult Patients with Comple,C,,Y,14:00,15:00,W,7,A,"Woodruff, Kathleen",VAC,7,"Application of theoretical concepts studied in NURS 600.  Comprehsive assessments, formulation of differential diagnoses, and the development of plans of care to manage acute and chronic complex in a variety of practice settings."
69022,SOWK,NURS-605,353,2,2,Professional Issues in Advanced Practice Nursing,C,,Y,15:00,16:00,W,13,A,"Sanchez, Cynthia",VAC,13,The professional role and legal responsibilities of the nurse practitioner at entry to clinical practice and throughout a career are explored.
69023,SOWK,NURS-606,353,2,2,Health Policy Principles in Changing Health Care Contexts,C,,Y,10:30,11:30,W,12,A,"Haney, Beth",VAC,12,Foundation for leadership in interprofessional collaborative endeavors to address health policy that prepares learners to analyze and influence health policy and explores the role of nurse practitioners in the creation and modification of health policy.
69024,SOWK,NURS-606,353,2,2,Health Policy Principles in Changing Health Care Contexts,C,,Y,12:00,13:00,W,13,A,"Haney, Beth",VAC,13,Foundation for leadership in interprofessional collaborative endeavors to address health policy that prepares learners to analyze and influence health policy and explores the role of nurse practitioners in the creation and modification of health policy.
